+0.0, +0.0, +6.0
+0.0, +20.0, +6.0
+0.0, +0.0, +6.0
+0.0, +20.0, +6.0
+0.0, +0.0, +6.0
+0.0, +20.0, +6.0
+0.0, +0.0, +6.0
+0.0, +20.0, +6.0
+0.0, +0.0, +6.0
+0.0, +20.0, +6.0
+0.0, +0.0, +6.0
+0.0, +20.0, +6.0
+0.0, +0.0, +6.0
+0.0, +20.0, +6.0
+0.0, +0.0, +6.0
+0.0, +20.0, +6.0
+0.0, +0.0, +6.0
+0.0, +20.0, +6.0
+0.0, +0.0, +6.0
+0.0, +20.0, +6.0
+0.0, +0.0, +6.0
+0.0, +20.0, +6.0
+0.0, +0.0, +6.0
+0.0, +20.0, +6.0
